ISIN,Name
149074,TRUSTMF Short Duration Fund-Regular Plan-Weekly Income Distribution Cum Capital Withdrawal
135497,UTI Short Duration Fund - Direct Plan - Annual IDCW
124962,UTI Short Duration Fund - Direct Plan - Flexi IDCW
120718,UTI Short Duration Fund - Direct Plan - Growth Option
131425,UTI Short Duration Fund - Direct Plan - Half Yearly Dividend Option
131548,UTI Short Duration Fund - Direct Plan - Monthly IDCW
120719,UTI Short Duration Fund - Direct Plan - Quarterly IDCW
106383,UTI Short Duration Fund - Discontinued Regular Option - Dividend Sub Option
106384,UTI Short Duration Fund - Discontinued Regular Option -Growth Sub Option
134517,UTI Short Duration Fund - Regular Plan - Annual IDCW
125045,UTI Short Duration Fund - Regular Plan - Flexi IDCW
106624,UTI Short Duration Fund - Regular Plan - Growth Option
131424,UTI Short Duration Fund - Regular Plan - Half-Yearly IDCW
131547,UTI Short Duration Fund - Regular Plan - Monthly IDCW
106980,UTI Short Duration Fund - Regular Plan - Quarterly IDCW
119540,Aditya Birla Sun Life Medium Term Plan - DIRECT - HALF YEARLY IDCW
119538,Aditya Birla Sun Life Medium Term Plan - Direct - IDCW
119541,Aditya Birla Sun Life Medium Term Plan - DIRECT - Quarterly IDCW
119539,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan
111803,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan
111811,Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW
111812,Aditya Birla Sun Life Medium Term Plan - Regular - IDCW
111809,Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW
120475,Axis Strategic Bond Fund - Direct Plan - Growth Option
120474,Axis Strategic Bond Fund - Direct Plan - Half Yearly IDCW
120476,Axis Strategic Bond Fund - Direct Plan - Quarterly IDCW
116894,Axis Strategic Bond Fund - Regular Plan - Growth Option
116896,Axis Strategic Bond Fund - Regular Plan - Half Yearly IDCW
116895,Axis Strategic Bond Fund - Regular Plan - Quarterly IDCW
108730,BANDHAN Bond Fund - Medium Term - Regular Plan - Bi-Monthly IDCW
108731,BANDHAN Bond Fund - Medium Term - Regular Plan - Daily IDCW
108729,BANDHAN Bond Fund - Medium Term - Regular Plan - Fortnightly IDCW
108728,BANDHAN Bond Fund - Medium Term - Regular Plan - Growth
113169,BANDHAN Bond Fund - Medium Term - Regular Plan - IDCW Quarterly
108727,BANDHAN Bond Fund - Medium Term - Regular Plan - Monthly IDCW
131385,BANDHAN Bond Fund - Medium Term - Regular Plan - Periodic IDCW
118399,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Bi Monthly IDCW
118400,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Daily IDCW
118404,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Fortnightly IDCW
118401,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Growth
118402,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Monthly IDCW
131384,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Periodic IDCW
118403,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Quartely IDCW
150292,Baroda BNP Paribas Medium Duration - Regular Plan - Monthly IDCW - Segregated Portfolio - 1
150295,Baroda BNP Paribas Medium Duration - Regular Plan - Quarterly IDCW - Segregated Portfolio - 1
150304,Baroda BNP Paribas Medium Duration Fund  - Direct Plan - Weekly IDCW - Segregated Portfolio - 1
150305,Baroda BNP Paribas Medium Duration Fund - Defunct Plan - Daily IDCW Option - Segregated Portfolio - 1
150301,Baroda BNP Paribas Medium Duration Fund - Defunct Plan - Growth Option - Segregated Portfolio - 1
150300,Baroda BNP Paribas Medium Duration Fund - Defunct Plan - Monthly IDCW Option - Segregated Portfolio - 1
150290,Baroda BNP Paribas Medium Duration Fund - Defunct Plan - Weekly IDCW Option - Segregated Portfolio - 1
150247,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Annual IDCW Option
150245,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Calendar Quarterly IDCW Option
150293,Baroda BNP Paribas Medium Duration Fund - Direct Plan - Daily IDCW - Segregated Portfolio - 1
150294,Baroda BNP Paribas Medium Duration Fund - Direct Plan - Growth - Segregated Portfolio - 1
150241,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Growth Option
150246,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Half yearly IDCW Option
150306,Baroda BNP Paribas Medium Duration Fund - Direct Plan - Monthly IDCW - Segregated Portfolio - 1
150244,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Monthly IDCW Option
150303,Baroda BNP Paribas Medium Duration Fund - Direct Plan - Quarterly IDCW - Segregated Portfolio - 1
150249,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Annual IDCW Option
150242,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Calendar Quarterly IDCW Option
150288,Baroda BNP Paribas Medium Duration Fund - Regular Plan - Daily IDCW - Segregated Portfolio - 1
150291,Baroda BNP Paribas Medium Duration Fund - Regular Plan - Growth - Segregated Portfolio - 1
150240,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Growth Option
150248,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Half Yearly IDCW Option
150243,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Monthly IDCW Option
150289,Baroda BNP Paribas Medium Duration Fund - Regular Plan - Weekly IDCW - Segregated Portfolio - 1
118924,DSP Bond Fund - Direct Plan - Growth
118922,DSP Bond Fund - Direct Plan - IDCW
118921,DSP Bond Fund - Direct Plan - IDCW - Monthly
100078,DSP Bond Fund - Growth
100077,DSP Bond Fund - IDCW
100079,DSP Bond Fund - IDCW - Monthly
101990,HDFC Medium Term Debt Fund - Fornightly IDCW Option
119080,HDFC Medium Term Debt Fund - Fortnightly IDCW Opt - Direct Plan
101989,HDFC Medium Term Debt Fund - Growth Option
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan
132852,HDFC Medium Term Debt Fund - IDCW Option
132853,HDFC Medium Term Debt Fund - IDCW Option - Direct Plan
151150,HSBC Medium Duration Fund - Direct Annual IDCW
151146,HSBC Medium Duration Fund - Direct Growth
151148,HSBC Medium Duration Fund - Direct IDCW
151151,HSBC Medium Duration Fund - Regular Annual IDCW
151149,HSBC Medium Duration Fund - Regular Growth
151147,HSBC Medium Duration Fund - Regular IDCW
120670,ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth
120671,ICICI Prudential Medium Term Bond Fund - Direct Plan - Quarterly IDCW
102741,ICICI Prudential Medium Term Bond Fund - Growth
113137,ICICI Prudential Medium Term Bond Fund - Quarterly IDCW
149013,Invesco India Medium Duration Fund - Direct - Discretionary IDCW (Payout/Reinvestment)
149011,Invesco India Medium Duration Fund - Direct - Growth
149014,Invesco India Medium Duration Fund - Direct - Quarterly IDCW (Payout / Reinvestment))
149010,Invesco India Medium Duration Fund - Regular - Discretionary IDCW(Payout / Reinvestment))
149012,Invesco India Medium Duration Fund - Regular - Growth
149009,Invesco India Medium Duration Fund - Regular - Quarterly IDCW (Payout / Reinvestment)
128079,Kotak Medium Term Fund - Direct - Standard Income Distribution cum capital withdrawal option
128006,Kotak Medium Term Fund - Direct Growth
128009,Kotak Medium Term Fund - Growth
128078,Kotak Medium Term Fund - Standard Income Distribution cum capital withdrawal option
148284,NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option
148289,NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option
148290,NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option
148287,NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option
130052,Nippon India Strategic Debt Fund - Direct Plan - Bonus Option
130050,Nippon India Strategic Debt Fund - Direct Plan - Growth Option
130054,NIPPON INDIA STRATEGIC DEBT FUND - DIRECT Plan - IDCW Option
130055,NIPPON INDIA STRATEGIC DEBT FUND - DIRECT Plan - QUARTERLY IDCW Option
130037,Nippon India Strategic Debt Fund - Growth Option
130053,NIPPON INDIA STRATEGIC DEBT FUND - IDCW Option
130056,NIPPON INDIA STRATEGIC DEBT FUND - QUARTERLY IDCW Option
148283,Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Bonus Option
148288,Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Direct Plan - Bonus Option
148285,Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Direct Plan - Growth Option
148286,Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Growth Option
119824,SBI MAGNUM MEDIUM DURATION FUND - DIRECT PLAN - GROWTH
119825,SBI Magnum Medium Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
102053,SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH
102054,SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
119676,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)
119675,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan - Growth
119672,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)
100608,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Institutional Plan - Growth
100610,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)
100604,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan - Bonus
100603,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan - Growth
100609,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan- Half Yearly Income Distribution cum Capital Withdrawal (IDCW)
100602,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan- Quarterly Income Distribution cum Capital Withdrawal (IDCW)
148479,Union Medium Duration Fund - Direct Plan -  Growth Option
148480,Union Medium Duration Fund - Direct Plan - IDCW Option
148477,Union Medium Duration Fund - Regular Plan -  Growth Option
148478,Union Medium Duration Fund - Regular Plan - IDCW Option
148248,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option
148249,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option
148257,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Growth Option
148256,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option
148250,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option
148255,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option
148247,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option
148254,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option
148252,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Growth Option
148251,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option
148246,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option
148253,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option
134505,UTI Medium Duration Fund - Direct Plan - Annual IDCW
134506,UTI Medium Duration Fund - Direct Plan - Flexi IDCW
134503,UTI Medium Duration Fund - Direct Plan - Growth Option
134504,UTI Medium Duration Fund - Direct Plan - Half-Yearly IDCW
134501,UTI Medium Duration Fund - Direct Plan - Monthly IDCW
134502,UTI Medium Duration Fund - Direct Plan - Quarterly IDCW
134500,UTI Medium Duration Fund - Regular Plan - Annual IDCW
134498,UTI Medium Duration Fund - Regular Plan - Flexi IDCW
134499,UTI Medium Duration Fund - Regular Plan - Growth Option
134497,UTI Medium Duration Fund - Regular Plan - Half-Yearly IDCW
134495,UTI Medium Duration Fund - Regular Plan - Monthly IDCW
134496,UTI Medium Duration Fund - Regular Plan - Quarterly IDCW
111777,Aditya Birla Sun Life Income Fund (Discipline Advantage Plan)
133446,Aditya Birla Sun Life Income Fund - Direct - IDCW
119655,Aditya Birla Sun Life Income Fund - Direct - Quarterly IDCW
119657,Aditya Birla Sun Life Income Fund - Growth - Direct Plan
100038,Aditya Birla Sun Life Income Fund - Growth - Regular Plan
133445,Aditya Birla Sun Life Income Fund - Regular - IDCW
100037,Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW
108766,BANDHAN Bond Fund - Income Plan - Regular Plan - Annual IDCW
108765,BANDHAN Bond Fund - Income Plan - Regular Plan - Growth
108763,BANDHAN Bond Fund - Income Plan - Regular Plan - Half-yearly IDCW
131387,BANDHAN Bond Fund - Income Plan - Regular Plan - Periodic IDCW
108764,BANDHAN Bond Fund - Income Plan - Regular Plan - Quarterly IDCW
118393,BANDHAN Bond Fund - Income Plan-Direct Plan-Annual IDCW
118394,BANDHAN Bond Fund - Income Plan-Direct Plan-Growth
118395,BANDHAN Bond Fund - Income Plan-Direct Plan-Half Yearly IDCW
131386,BANDHAN Bond Fund - Income Plan-Direct Plan-Periodic IDCW
118396,BANDHAN Bond Fund - Income Plan-Direct Plan-Quarterly IDCW
108768,BANDHAN Bond Fund - Short Term - Regular Plan - Growth
108767,BANDHAN Bond Fund - Short Term - Regular Plan - Monthly IDCW
119395,BANK OF INDIA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW
119393,BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth
119396,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Annual IDCW
119394,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Monthly IDCW
111715,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth
111717,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW
111714,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW
111712,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth
111716,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Monthly IDCW
111713,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Quarterly IDCW
118282,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION
118281,CANARA ROBECO INCOME FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)
101588,CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION
101587,CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment)
100124,HDFC Income Fund - Growth Option
119069,HDFC Income Fund - Growth Option - Direct Plan
133365,HDFC Income Fund - Normal IDCW - Direct Plan
133366,HDFC Income Fund - Normal IDCW Option
100123,HDFC Income Fund - Quarterly IDCW Option
119068,HDFC Income Fund - Quarterly IDCW- Direct Plan
120059,HSBC Medium to Long Duration Fund - Direct Growth
120101,HSBC Medium to Long Duration Fund - Direct Quarterly IDCW
101685,HSBC Medium to Long Duration Fund - Regular Growth
101686,HSBC Medium to Long Duration Fund - Regular Quarterly IDCW
120619,ICICI Prudential Bond Fund - Direct Plan - Growth
131480,ICICI Prudential Bond Fund - Direct Plan - Half Yearly IDCW
120617,ICICI Prudential Bond Fund - Direct Plan - IDCW Monthly
120618,ICICI Prudential Bond Fund - Direct Plan - IDCW Quarterly
109740,ICICI Prudential Bond Fund - Growth
131481,ICICI Prudential Bond Fund - Half Yearly IDCW
109741,ICICI Prudential Bond Fund - IDCW Monthly
109743,ICICI Prudential Bond Fund - IDCW Quarterly
120428,JM Medium to Long Duration Fund (Direct) - Bonus Option - Principal Units
120430,JM Medium to Long Duration Fund (Direct) - Growth Option
120431,JM Medium to Long Duration Fund (Direct) - Quarterly IDCW
100223,JM Medium to Long Duration Fund (Regular) - Growth Option
100222,JM Medium to Long Duration Fund (Regular) - Quarterly IDCW
101181,JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units
119734,Kotak Bond Fund - Direct Plan - Standard IDCW option
119735,Kotak Bond Fund - Growth - Direct
100300,Kotak Bond Fund - Regular Plan - Standard IDCW Option
100299,Kotak Bond Fund - Regular Plan Growth
151990,LIC MF Medium to Long Duration Fund-Direct Plan-Annual IDCW
120279,LIC MF Medium to Long Duration Fund-Direct Plan-Growth
120278,LIC MF Medium to Long Duration Fund-Direct Plan-IDCW
151988,LIC MF Medium to Long Duration Fund-Direct Plan-Quarterly IDCW
151989,LIC MF Medium to Long Duration Fund-Regular Plan-Annual IDCW
100315,LIC MF Medium to Long Duration Fund-Regular Plan-Growth
100314,LIC MF Medium to Long Duration Fund-Regular Plan-IDCW
151986,LIC MF Medium to Long Duration Fund-Regular Plan-Quarterly IDCW
100386,NIPPON INDIA INCOME FUND - ANNUAL IDCW Option
118680,NIPPON INDIA INCOME FUND - Direct Plan - ANNUAL IDCW Option
118681,NIPPON INDIA INCOME FUND - Direct Plan - HALF YEARLY IDCW Option
118683,NIPPON INDIA INCOME FUND - Direct Plan - MONTHLY IDCW Option
118684,NIPPON INDIA INCOME FUND - Direct Plan - QUARTERLY IDCW Option
118687,Nippon India Income Fund - Direct Plan Growth Plan - Growth Option
118679,Nippon India Income Fund - Direct Plan Growth Plan-Bonus Option
100388,Nippon India Income Fund - Growth Plan Bonus Option
100387,Nippon India Income Fund - Growth Plan Growth Option
100385,NIPPON INDIA INCOME FUND - HALF YEARLY IDCW Option
100383,NIPPON INDIA INCOME FUND - MONTHLY IDCW Option
100384,NIPPON INDIA INCOME FUND - QUARTERLY IDCW Option
119713,SBI Magnum Income Fund - Direct Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW)
121940,SBI Magnum Income Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
100638,SBI Magnum Income Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW)
121944,SBI Magnum Income Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
119712,SBI Magnum Income Fund-DIRECT PLAN - Bonus
119714,SBI Magnum Income Fund-DIRECT PLAN -Growth
100640,SBI Magnum Income Fund-REGULAR PLAN-Bonus
100639,SBI Magnum Income Fund-REGULAR PLAN-Growth
139339,UTI Medium to Long Duration Fund - Direct Plan - Annual IDCW
133280,UTI Medium to Long Duration Fund - Direct Plan - Flexi IDCW
134998,UTI Medium to Long Duration Fund - Direct Plan - Half-Yearly IDCW
120690,UTI Medium to Long Duration Fund - Direct Plan - Quarterly IDCW
133869,UTI Medium to Long Duration Fund - Regular Plan - Annual IDCW
133872,UTI Medium to Long Duration Fund - Regular Plan - Flexi IDCW
135581,UTI Medium to Long Duration Fund - Regular Plan - Half-Yearly IDCW
100742,UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW
100741,UTI Medium to Long Duration Fund- Regular Plan - Growth
120689,UTI Medium to Long Duration Fund-Growth - Direct
150484,Aditya Birla Sun Life Long Duration Fund-Direct Growth
150485,Aditya Birla Sun Life Long Duration Fund-Direct IDCW Payout
150482,Aditya Birla Sun Life Long Duration Fund-Regular Growth
150483,Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout
151205,Axis Long Duration Fund - Direct Plan - Annual IDCW
151179,Axis Long Duration Fund - Direct Plan - Growth
151202,Axis Long Duration Fund - Direct Plan - Monthly IDCW
151204,Axis Long Duration Fund - Direct Plan - Quarterly IDCW
151176,Axis Long Duration Fund - Direct Plan -Daily IDCW
151206,Axis Long Duration Fund - Regular Plan - Annual IDCW
151177,Axis Long Duration Fund - Regular Plan - Daily IDCW
151178,Axis Long Duration Fund - Regular Plan - Growth
151201,Axis Long Duration Fund - Regular Plan - Monthly IDCW
151203,Axis Long Duration Fund - Regular Plan - Quarterly IDCW
151314,HDFC Long Duration Debt Fund - Growth Option
151313,HDFC Long Duration Debt Fund - Growth Option - Direct Plan
151311,HDFC Long Duration Debt Fund - IDCW Option
151312,HDFC Long Duration Debt Fund - IDCW Option - Direct Plan
120743,ICICI Prudential Long Term Bond Fund - Direct Plan - Growth
120747,ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW
100365,ICICI Prudential Long Term Bond Fund - Growth
100367,ICICI Prudential Long Term Bond Fund - Quarterly IDCW
143703,NIPPON INDIA NIVESH LAKSHYA FUND - ANNUAL IDCW Option
143711,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - ANNUAL IDCW Option
143701,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - HALF YEARLY IDCW Option
143707,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - IDCW Option
143705,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - MONTHLY IDCW Option
143709,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - QUARTERLY IDCW Option
143710,NIPPON INDIA NIVESH LAKSHYA FUND - HALF YEARLY IDCW Option
143706,NIPPON INDIA NIVESH LAKSHYA FUND - IDCW Option
143712,NIPPON INDIA NIVESH LAKSHYA FUND - MONTHLY IDCW Option
143708,NIPPON INDIA NIVESH LAKSHYA FUND - QUARTERLY IDCW Option
143704,Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option
143702,Nippon India Nivesh Lakshya Fund- Growth Option
151214,SBI Long Duration Fund - Direct Plan - Growth
151215,SBI Long Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
151212,SBI Long Duration Fund - Regular Plan - Growth
151213,SBI Long Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
151525,UTI Long Duration Fund - Direct Plan - Annual IDCW Option
151523,UTI Long Duration Fund - Direct Plan - Growth Option
151530,UTI Long Duration Fund - Direct Plan - Half Yearly IDCW Option
151524,UTI Long duration Fund - Direct Plan - Quarterly IDCW Option
151531,UTI Long Duration Fund - Regular Plan - Annual IDCW Option
151532,UTI Long Duration Fund - Regular Plan - Flexi IDCW Option
151527,UTI Long Duration Fund - Regular Plan - Growth Option
151529,UTI Long Duration Fund - Regular Plan - Half Yearly IDCW Option
151528,UTI Long Duration Fund - Regular Plan - Quarterly IDCW Option
122612,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option
122715,360 ONE Dynamic Bond Fund Direct Plan Growth
122721,360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend
122717,360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend
122711,360 ONE Dynamic Bond Fund Regular Plan Bonus
122720,360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend
122719,360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend
122712,360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend
119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan
102767,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan
132918,Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW
119503,Aditya Birla Sun Life Dynamic Bond Fund -DIRECT - MONTHLY IDCW
119502,Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW
132917,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW
111521,Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW
102766,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW
111848,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth
120451,Axis Dynamic Bond Fund - Direct Plan - Growth Option
120450,Axis Dynamic Bond Fund - Direct Plan - Half Yearly IDCW
120452,Axis Dynamic Bond Fund - Direct Plan - Quarterly IDCW
115068,Axis Dynamic Bond Fund - Regular Plan - Growth Option
115131,Axis Dynamic Bond Fund - Regular Plan - Half Yearly IDCW
115069,Axis Dynamic Bond Fund - Regular Plan - Quarterly IDCW
108561,BANDHAN Dynamic Bond Fund - Regular Plan B - Quarterly IDCW
108675,BANDHAN Dynamic Bond Fund - Regular Plan B - Annual IDCW
111524,BANDHAN Dynamic Bond Fund - Regular Plan B - Growth
122868,BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW
111523,BANDHAN Dynamic Bond Fund - Regular Plan B - IDCW
131397,BANDHAN Dynamic Bond Fund - Regular Plan B - Periodic IDCW
118415,BANDHAN Dynamic Bond Fund-Direct Plan-Annual IDCW
118416,BANDHAN Dynamic Bond Fund-Direct Plan-Growth
122618,BANDHAN Dynamic Bond Fund-Direct Plan-Half Yearly IDCW
118417,BANDHAN Dynamic Bond Fund-Direct Plan-IDCW
131396,BANDHAN Dynamic Bond Fund-Direct Plan-Periodic IDCW
118418,BANDHAN Dynamic Bond Fund-Direct Plan-Quarterly IDCW
150179,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Daily IDCW Option
150180,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Growth Option
150181,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Half Yearly IDCW Option
150182,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Monthly IDCW Option
150183,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Quarterly IDCW Option
150184,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Weekly IDCW Option
150174,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Daily IDCW Option
150173,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Growth Option
150178,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Half Yearly IDCW Option
150176,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Monthly IDCW Option
150177,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Quarterly IDCW Option
150175,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Weekly IDCW Option
150172,Baroda BNP Paribas Dynamic Bond Fund-Defunct Plan - Growth Option
118284,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION
118283,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
111962,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - GROWTH OPTION
111963,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)
119239,DSP Strategic Bond Fund - Direct Plan - Growth
119238,DSP Strategic Bond Fund - Direct Plan - IDCW
119236,DSP Strategic Bond Fund - Direct Plan - IDCW - Monthly
105669,DSP Strategic Bond Fund - Regular Plan - Growth
105668,DSP Strategic Bond Fund - Regular Plan - IDCW
111786,DSP Strategic Bond Fund - Regular Plan - IDCW - Daily
105667,DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly
105878,DSP Strategic Bond Fund - Regular Plan - IDCW - Weekly
148308,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Growth Plan
148307,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan
148309,Franklin India Dynamic Accrual Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW
148310,Franklin India Dynamic Accrual Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW
145589,Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option
145590,Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund) - Regular Plan - Growth option
145596,Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment)
